1.00,"10/1/1994","Saturday","10/31/1994","4","4Q94","1994","N"
2.00,"10/2/1994","Sunday","10/31/1994","4","4Q94","1994","N"
3.00,"10/3/1994","Monday","10/31/1994","4","4Q94","1994","N"
4.00,"10/4/1994","Tuesday","10/31/1994","4","4Q94","1994","N"
5.00,"10/5/1994","Wednesday","10/31/1994","4","4Q94","1994","N"
6.00,"10/6/1994","Thursday","10/31/1994","4","4Q94","1994","N"
7.00,"10/7/1994","Friday","10/31/1994","4","4Q94","1994","N"
8.00,"10/8/1994","Saturday","10/31/1994","4","4Q94","1994","N"
9.00,"10/9/1994","Sunday","10/31/1994","4","4Q94","1994","N"
10.00,"10/10/1994","Monday","10/31/1994","4","4Q94","1994","N"
11.00,"10/11/1994","Tuesday","10/31/1994","4","4Q94","1994","Y"
12.00,"10/12/1994","Wednesday","10/31/1994","4","4Q94","1994","N"
13.00,"10/13/1994","Thursday","10/31/1994","4","4Q94","1994","N"
14.00,"10/14/1994","Friday","10/31/1994","4","4Q94","1994","N"
15.00,"10/15/1994","Saturday","10/31/1994","4","4Q94","1994","N"
16.00,"10/16/1994","Sunday","10/31/1994","4","4Q94","1994","N"
17.00,"10/17/1994","Monday","10/31/1994","4","4Q94","1994","N"
18.00,"10/18/1994","Tuesday","10/31/1994","4","4Q94","1994","N"
19.00,"10/19/1994","Wednesday","10/31/1994","4","4Q94","1994","N"
20.00,"10/20/1994","Thursday","10/31/1994","4","4Q94","1994","N"
21.00,"10/21/1994","Friday","10/31/1994","4","4Q94","1994","N"
22.00,"10/22/1994","Saturday","10/31/1994","4","4Q94","1994","N"
23.00,"10/23/1994","Sunday","10/31/1994","4","4Q94","1994","N"
24.00,"10/24/1994","Monday","10/31/1994","4","4Q94","1994","N"
25.00,"10/25/1994","Tuesday","10/31/1994","4","4Q94","1994","N"
26.00,"10/26/1994","Wednesday","10/31/1994","4","4Q94","1994","N"
27.00,"10/27/1994","Thursday","10/31/1994","4","4Q94","1994","N"
28.00,"10/28/1994","Friday","10/31/1994","4","4Q94","1994","N"
29.00,"10/29/1994","Saturday","10/31/1994","4","4Q94","1994","N"
30.00,"10/30/1994","Sunday","10/31/1994","4","4Q94","1994","N"
31.00,"10/31/1994","Monday","10/31/1994","4","4Q94","1994","Y"
32.00,"11/1/1994","Tuesday","11/30/1994","4","4Q94","1994","N"
33.00,"11/2/1994","Wednesday","11/30/1994","4","4Q94","1994","N"
34.00,"11/3/1994","Thursday","11/30/1994","4","4Q94","1994","N"
35.00,"11/4/1994","Friday","11/30/1994","4","4Q94","1994","N"
36.00,"11/5/1994","Saturday","11/30/1994","4","4Q94","1994","N"
37.00,"11/6/1994","Sunday","11/30/1994","4","4Q94","1994","N"
38.00,"11/7/1994","Monday","11/30/1994","4","4Q94","1994","N"
39.00,"11/8/1994","Tuesday","11/30/1994","4","4Q94","1994","N"
40.00,"11/9/1994","Wednesday","11/30/1994","4","4Q94","1994","N"
41.00,"11/10/1994","Thursday","11/30/1994","4","4Q94","1994","N"
42.00,"11/11/1994","Friday","11/30/1994","4","4Q94","1994","N"
43.00,"11/12/1994","Saturday","11/30/1994","4","4Q94","1994","N"
44.00,"11/13/1994","Sunday","11/30/1994","4","4Q94","1994","N"
45.00,"11/14/1994","Monday","11/30/1994","4","4Q94","1994","N"
46.00,"11/15/1994","Tuesday","11/30/1994","4","4Q94","1994","N"
47.00,"11/16/1994","Wednesday","11/30/1994","4","4Q94","1994","N"
48.00,"11/17/1994","Thursday","11/30/1994","4","4Q94","1994","N"
49.00,"11/18/1994","Friday","11/30/1994","4","4Q94","1994","N"
50.00,"11/19/1994","Saturday","11/30/1994","4","4Q94","1994","N"
51.00,"11/20/1994","Sunday","11/30/1994","4","4Q94","1994","N"
52.00,"11/21/1994","Monday","11/30/1994","4","4Q94","1994","N"
53.00,"11/22/1994","Tuesday","11/30/1994","4","4Q94","1994","N"
54.00,"11/23/1994","Wednesday","11/30/1994","4","4Q94","1994","N"
55.00,"11/24/1994","Thursday","11/30/1994","4","4Q94","1994","Y"
56.00,"11/25/1994","Friday","11/30/1994","4","4Q94","1994","N"
57.00,"11/26/1994","Saturday","11/30/1994","4","4Q94","1994","N"
58.00,"11/27/1994","Sunday","11/30/1994","4","4Q94","1994","N"
59.00,"11/28/1994","Monday","11/30/1994","4","4Q94","1994","N"
60.00,"11/29/1994","Tuesday","11/30/1994","4","4Q94","1994","N"
61.00,"11/30/1994","Wednesday","11/30/1994","4","4Q94","1994","N"
62.00,"12/1/1994","Thursday","12/31/1994","4","4Q94","1994","N"
63.00,"12/2/1994","Friday","12/31/1994","4","4Q94","1994","N"
64.00,"12/3/1994","Saturday","12/31/1994","4","4Q94","1994","N"
65.00,"12/4/1994","Sunday","12/31/1994","4","4Q94","1994","N"
66.00,"12/5/1994","Monday","12/31/1994","4","4Q94","1994","N"
67.00,"12/6/1994","Tuesday","12/31/1994","4","4Q94","1994","N"
68.00,"12/7/1994","Wednesday","12/31/1994","4","4Q94","1994","N"
69.00,"12/8/1994","Thursday","12/31/1994","4","4Q94","1994","N"
70.00,"12/9/1994","Friday","12/31/1994","4","4Q94","1994","N"
71.00,"12/10/1994","Saturday","12/31/1994","4","4Q94","1994","N"
72.00,"12/11/1994","Sunday","12/31/1994","4","4Q94","1994","N"
73.00,"12/12/1994","Monday","12/31/1994","4","4Q94","1994","N"
74.00,"12/13/1994","Tuesday","12/31/1994","4","4Q94","1994","N"
75.00,"12/14/1994","Wednesday","12/31/1994","4","4Q94","1994","N"
76.00,"12/15/1994","Thursday","12/31/1994","4","4Q94","1994","N"
77.00,"12/16/1994","Friday","12/31/1994","4","4Q94","1994","N"
78.00,"12/17/1994","Saturday","12/31/1994","4","4Q94","1994","N"
79.00,"12/18/1994","Sunday","12/31/1994","4","4Q94","1994","N"
80.00,"12/19/1994","Monday","12/31/1994","4","4Q94","1994","N"
81.00,"12/20/1994","Tuesday","12/31/1994","4","4Q94","1994","N"
82.00,"12/21/1994","Wednesday","12/31/1994","4","4Q94","1994","N"
83.00,"12/22/1994","Thursday","12/31/1994","4","4Q94","1994","N"
84.00,"12/23/1994","Friday","12/31/1994","4","4Q94","1994","N"
85.00,"12/24/1994","Saturday","12/31/1994","4","4Q94","1994","N"
86.00,"12/25/1994","Sunday","12/31/1994","4","4Q94","1994","Y"
87.00,"12/26/1994","Monday","12/31/1994","4","4Q94","1994","N"
88.00,"12/27/1994","Tuesday","12/31/1994","4","4Q94","1994","N"
89.00,"12/28/1994","Wednesday","12/31/1994","4","4Q94","1994","N"
90.00,"12/29/1994","Thursday","12/31/1994","4","4Q94","1994","N"
91.00,"12/30/1994","Friday","12/31/1994","4","4Q94","1994","N"
92.00,"12/31/1994","Saturday","12/31/1994","4","4Q94","1994","N"
93.00,"10/1/1995","Sunday","10/31/1995","4","4Q95","1995","N"
94.00,"10/2/1995","Monday","10/31/1995","4","4Q95","1995","N"
95.00,"10/3/1995","Tuesday","10/31/1995","4","4Q95","1995","N"
96.00,"10/4/1995","Wednesday","10/31/1995","4","4Q95","1995","N"
97.00,"10/5/1995","Thursday","10/31/1995","4","4Q95","1995","N"
98.00,"10/6/1995","Friday","10/31/1995","4","4Q95","1995","N"
99.00,"10/7/1995","Saturday","10/31/1995","4","4Q95","1995","N"
100.00,"10/8/1995","Sunday","10/31/1995","4","4Q95","1995","N"
101.00,"10/9/1995","Monday","10/31/1995","4","4Q95","1995","N"
102.00,"10/10/1995","Tuesday","10/31/1995","4","4Q95","1995","N"
103.00,"10/11/1995","Wednesday","10/31/1995","4","4Q95","1995","N"
104.00,"10/12/1995","Thursday","10/31/1995","4","4Q95","1995","Y"
105.00,"10/13/1995","Friday","10/31/1995","4","4Q95","1995","N"
106.00,"10/14/1995","Saturday","10/31/1995","4","4Q95","1995","N"
107.00,"10/15/1995","Sunday","10/31/1995","4","4Q95","1995","N"
108.00,"10/16/1995","Monday","10/31/1995","4","4Q95","1995","N"
109.00,"10/17/1995","Tuesday","10/31/1995","4","4Q95","1995","N"
110.00,"10/18/1995","Wednesday","10/31/1995","4","4Q95","1995","N"
111.00,"10/19/1995","Thursday","10/31/1995","4","4Q95","1995","N"
112.00,"10/20/1995","Friday","10/31/1995","4","4Q95","1995","N"
113.00,"10/21/1995","Saturday","10/31/1995","4","4Q95","1995","N"
114.00,"10/22/1995","Sunday","10/31/1995","4","4Q95","1995","N"
115.00,"10/23/1995","Monday","10/31/1995","4","4Q95","1995","N"
116.00,"10/24/1995","Tuesday","10/31/1995","4","4Q95","1995","N"
117.00,"10/25/1995","Wednesday","10/31/1995","4","4Q95","1995","N"
118.00,"10/26/1995","Thursday","10/31/1995","4","4Q95","1995","N"
119.00,"10/27/1995","Friday","10/31/1995","4","4Q95","1995","N"
120.00,"10/28/1995","Saturday","10/31/1995","4","4Q95","1995","N"
121.00,"10/29/1995","Sunday","10/31/1995","4","4Q95","1995","N"
122.00,"10/30/1995","Monday","10/31/1995","4","4Q95","1995","N"
123.00,"10/31/1995","Tuesday","10/31/1995","4","4Q95","1995","Y"
124.00,"11/1/1995","Wednesday","11/30/1995","4","4Q95","1995","N"
125.00,"11/2/1995","Thursday","11/30/1995","4","4Q95","1995","N"
126.00,"11/3/1995","Friday","11/30/1995","4","4Q95","1995","N"
127.00,"11/4/1995","Saturday","11/30/1995","4","4Q95","1995","N"
128.00,"11/5/1995","Sunday","11/30/1995","4","4Q95","1995","N"
129.00,"11/6/1995","Monday","11/30/1995","4","4Q95","1995","N"
130.00,"11/7/1995","Tuesday","11/30/1995","4","4Q95","1995","N"
131.00,"11/8/1995","Wednesday","11/30/1995","4","4Q95","1995","N"
132.00,"11/9/1995","Thursday","11/30/1995","4","4Q95","1995","N"
133.00,"11/10/1995","Friday","11/30/1995","4","4Q95","1995","N"
134.00,"11/11/1995","Saturday","11/30/1995","4","4Q95","1995","N"
135.00,"11/12/1995","Sunday","11/30/1995","4","4Q95","1995","N"
136.00,"11/13/1995","Monday","11/30/1995","4","4Q95","1995","N"
137.00,"11/14/1995","Tuesday","11/30/1995","4","4Q95","1995","N"
138.00,"11/15/1995","Wednesday","11/30/1995","4","4Q95","1995","N"
139.00,"11/16/1995","Thursday","11/30/1995","4","4Q95","1995","N"
140.00,"11/17/1995","Friday","11/30/1995","4","4Q95","1995","N"
141.00,"11/18/1995","Saturday","11/30/1995","4","4Q95","1995","N"
142.00,"11/19/1995","Sunday","11/30/1995","4","4Q95","1995","N"
143.00,"11/20/1995","Monday","11/30/1995","4","4Q95","1995","N"
144.00,"11/21/1995","Tuesday","11/30/1995","4","4Q95","1995","N"
145.00,"11/22/1995","Wednesday","11/30/1995","4","4Q95","1995","N"
146.00,"11/23/1995","Thursday","11/30/1995","4","4Q95","1995","Y"
147.00,"11/24/1995","Friday","11/30/1995","4","4Q95","1995","N"
148.00,"11/25/1995","Saturday","11/30/1995","4","4Q95","1995","N"
149.00,"11/26/1995","Sunday","11/30/1995","4","4Q95","1995","N"
150.00,"11/27/1995","Monday","11/30/1995","4","4Q95","1995","N"
151.00,"11/28/1995","Tuesday","11/30/1995","4","4Q95","1995","N"
152.00,"11/29/1995","Wednesday","11/30/1995","4","4Q95","1995","N"
153.00,"11/30/1995","Thursday","11/30/1995","4","4Q95","1995","N"
154.00,"12/1/1995","Friday","12/31/1995","4","4Q95","1995","N"
155.00,"12/2/1995","Saturday","12/31/1995","4","4Q95","1995","N"
156.00,"12/3/1995","Sunday","12/31/1995","4","4Q95","1995","N"
157.00,"12/4/1995","Monday","12/31/1995","4","4Q95","1995","N"
158.00,"12/5/1995","Tuesday","12/31/1995","4","4Q95","1995","N"
159.00,"12/6/1995","Wednesday","12/31/1995","4","4Q95","1995","N"
160.00,"12/7/1995","Thursday","12/31/1995","4","4Q95","1995","N"
161.00,"12/8/1995","Friday","12/31/1995","4","4Q95","1995","N"
162.00,"12/9/1995","Saturday","12/31/1995","4","4Q95","1995","N"
163.00,"12/10/1995","Sunday","12/31/1995","4","4Q95","1995","N"
164.00,"12/11/1995","Monday","12/31/1995","4","4Q95","1995","N"
165.00,"12/12/1995","Tuesday","12/31/1995","4","4Q95","1995","N"
166.00,"12/13/1995","Wednesday","12/31/1995","4","4Q95","1995","N"
167.00,"12/14/1995","Thursday","12/31/1995","4","4Q95","1995","N"
168.00,"12/15/1995","Friday","12/31/1995","4","4Q95","1995","N"
169.00,"12/16/1995","Saturday","12/31/1995","4","4Q95","1995","N"
170.00,"12/17/1995","Sunday","12/31/1995","4","4Q95","1995","N"
171.00,"12/18/1995","Monday","12/31/1995","4","4Q95","1995","N"
172.00,"12/19/1995","Tuesday","12/31/1995","4","4Q95","1995","N"
173.00,"12/20/1995","Wednesday","12/31/1995","4","4Q95","1995","N"
174.00,"12/21/1995","Thursday","12/31/1995","4","4Q95","1995","N"
175.00,"12/22/1995","Friday","12/31/1995","4","4Q95","1995","N"
176.00,"12/23/1995","Saturday","12/31/1995","4","4Q95","1995","N"
177.00,"12/24/1995","Sunday","12/31/1995","4","4Q95","1995","N"
178.00,"12/25/1995","Monday","12/31/1995","4","4Q95","1995","Y"
179.00,"12/26/1995","Tuesday","12/31/1995","4","4Q95","1995","N"
